품목명,분쟁유형명,answer
,3) 백화(하얗게 변하는)현상 및 도장불량,"구입일로부터 10일 이내의 경우 제품교환 또는 구입가 환급이며,  구입일로부터 6개월 이내에는 제품교환, 구입일로부터 3년 이내의 경우 무상수리 또는 부품교환, 수리 후 동일하자 발생 제품교환 입니다."
소파,3) 백화(하얗게 변하는)현상 및 도장불량,"구입일로부터 10일 이내의 경우 제품교환 또는 구입가 환급이며,  구입일로부터 6개월 이내에는 제품교환, 구입일로부터 3년 이내의 경우 무상수리 또는 부품교환, 수리 후 동일하자 발생 제품교환 입니다."
침대,3) 백화(하얗게 변하는)현상 및 도장불량,"구입일로부터 10일 이내의 경우 제품교환 또는 구입가 환급이며,  구입일로부터 6개월 이내에는 제품교환, 구입일로부터 3년 이내의 경우 무상수리 또는 부품교환, 수리 후 동일하자 발생 제품교환 입니다."
,3) 변질  부패,제품교환 또는 구입가 환급 입니다. 
,3) 변질/부패,제품교환 또는 구입가 환급 입니다. 
립스틱,3) 변질/부패,제품교환 또는 구입가 환급 입니다. 
어린이용화장품,3) 변질/부패,제품교환 또는 구입가 환급 입니다. 
향수,3) 변질/부패,제품교환 또는 구입가 환급 입니다. 
,3) 보증기간 이내에 중고자동차 성능.상태점검기록부에 기재된 내용과 자동차의 실제 성능.상태가 다르거나 하자가 발생한 경우,"무상수리 또는 수리비보상입니다.   보증기간은 개별약정에 따릅니다. 단 보증기간은 30일 이상, 2천킬로미터 이상이어야 하며 그 중 먼저 도래한 것을 적용합니다. "
중고자동차중개·매매,3) 보증기간 이내에 중고자동차 성능.상태점검기록부에 기재된 내용과 자동차의 실제 성능.상태가 다르거나 하자가 발생한 경우,"무상수리 또는 수리비보상입니다.   보증기간은 개별약정에 따릅니다. 단 보증기간은 30일 이상, 2천킬로미터 이상이어야 하며 그 중 먼저 도래한 것을 적용합니다. "
,3) 부당한 대금청구,대리운전 사업자가 청구취소 또는 부당대금 환급합니다.
,3) 부당한 이용료 징수,차액 환급입니다. 
콘도회원권,3) 부당한 이용료 징수,차액 환급입니다. 
,3) 부자재불량,"무상수리,교환,환급 순으로 보상입니다."
,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
모자,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
셔츠,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
숙녀복세트,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
스웨터,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
스커트,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
아동용내의류,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
여성용내의류,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
원피스,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
점퍼·재킷류,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
캐주얼바지,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
코트,3) 부자재불량(단추  지퍼  천조각  실오라기 등),"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
,3) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내에 수리용 부품을 보유하고 있지 않을 때, 정상적인 상태에서 자연 발생한 성능.기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급이며, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환 입니다.   품질보증기간 경과 후, 정액감가상각한 금액에 10%를 가산하여 환급(최고한도 : 구입가격) 합니다.   감가상각 방법은 정액법에 의하되 내용연수는 소비자분쟁해결기준 별표 IV 품목별 내용연수표를(월할계산) 적용합니다.  감가상각비=(사용연수/내용연수)x구입가"
,3) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 상태에서 자연 발생한 품질, 성능 기능상의 하자로 인해 발생된 경우에는 제품교환 또는 구입비 환급, 소비자의 고의.과실로 인한 고장인 경우에는 유상수리에 해당하는 금액징수 후 제품교환이며, 품질보증기간 경과 후에는 정액감가상각한 잔여금액에 구입가의 10%를 가산하여 환급입니다.  (감가 상각한 잔여금의 계산은 구입가 - 감가상각비 이며, 감가상각비=(사용연수/내용연수)× 구입가)"
주전자,3) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 상태에서 자연 발생한 품질, 성능 기능상의 하자로 인해 발생된 경우에는 제품교환 또는 구입비 환급, 소비자의 고의.과실로 인한 고장인 경우에는 유상수리에 해당하는 금액징수 후 제품교환이며, 품질보증기간 경과 후에는 정액감가상각한 잔여금액에 구입가의 10%를 가산하여 환급입니다.  (감가 상각한 잔여금의 계산은 구입가 - 감가상각비 이며, 감가상각비=(사용연수/내용연수)× 구입가)"
,3) 분양계약서상 공급면적(전용면적+공용면적)과 공부상면적(건축물관리대장)과의 차이 발생 시,부족면적에 대한 대금의 환급입니다.
아파트,3) 분양계약서상 공급면적(전용면적+공용면적)과 공부상면적(건축물관리대장)과의 차이 발생 시,부족면적에 대한 대금의 환급입니다.
,3) 비드(Bead)부(트레드의 홈부분) 파손    *트레드: 지면과 마찰되는 고무부분,"비드부위에 공기가 들어감, 비드부위에 미가황,비드와이어 위치불량,가황 후 몰드 및 팽창기에서 인출 시 비드부위 손상, 비드 굴곡, 비드와이어 접착불량시 제품교환(교환 불가능 시  환급)입니다.  (제조상 과실에 의한 손상인 경우 적용되며, 마모율 10% 미만시 교환, 마모율 10% 이상 80% 미만시 환급이며, 환급금액 = 구입가 × (1-마모율)이며, 마모율(%)은 (표준스키드 깊이 - 잔여스키드깊이)/표준스키드깊이 × 100 임. 단, 마모율 80% 이상인 경우,수리제품,구입일로부터 3년 이상인 제품 (증빙서 없는 경우는 제조일을 기준함), 부당한 목적을 갖고 타이어를 수집하여 보상청구를 한 것이 분명한 제품의 경우 보상제외입니다.)"
,3) 비수기 주중(계약해제),"소비자의 귀책사유로 인한 계약해제 인 경우 사용예정일 2일 전까지 취소시 계약금 환급, 사용예정일 1일 전까지 취소시 총요금의 10% 공제 후 환급, 사용예정일 당일 취소 또는 연락 없이 불참시 총요금의 20% 공제 후 환급이며,  사업자의 귀책사유로 인한 계약해제인 경우 사용예정일 2일 전까지 취소 시 계약금 환급, 사용예정일 1일 전까지 취소시 계약금 환급 및 총요금의 10% 배상, 사용예정일 당일 취소시 계약금 환급 및 총요금의 20% 배상 입니다.  (성수기는 사업자가 약관에 표시한 기간을 적용하되 약관에 관련 내용이 없는 경우에는 다음의 기간을 적용함. 여름시즌은 7.15~8.24, 겨울시즌은 12.20~2.20 이며, 주말 은 금요일. 토요일 숙박, 공휴일 전일 숙박. 소비자가 사용당일 사용예정시간까지 통보가 없는 경우에는 사용당일 취소로 봄.)"
민박기타,3) 비수기 주중(계약해제),"소비자의 귀책사유로 인한 계약해제 인 경우 사용예정일 2일 전까지 취소시 계약금 환급, 사용예정일 1일 전까지 취소시 총요금의 10% 공제 후 환급, 사용예정일 당일 취소 또는 연락 없이 불참시 총요금의 20% 공제 후 환급이며,  사업자의 귀책사유로 인한 계약해제인 경우 사용예정일 2일 전까지 취소 시 계약금 환급, 사용예정일 1일 전까지 취소시 계약금 환급 및 총요금의 10% 배상, 사용예정일 당일 취소시 계약금 환급 및 총요금의 20% 배상 입니다.  (성수기는 사업자가 약관에 표시한 기간을 적용하되 약관에 관련 내용이 없는 경우에는 다음의 기간을 적용함. 여름시즌은 7.15~8.24, 겨울시즌은 12.20~2.20 이며, 주말 은 금요일. 토요일 숙박, 공휴일 전일 숙박. 소비자가 사용당일 사용예정시간까지 통보가 없는 경우에는 사용당일 취소로 봄.)"
펜션,3) 비수기 주중(계약해제),"소비자의 귀책사유로 인한 계약해제 인 경우 사용예정일 2일 전까지 취소시 계약금 환급, 사용예정일 1일 전까지 취소시 총요금의 10% 공제 후 환급, 사용예정일 당일 취소 또는 연락 없이 불참시 총요금의 20% 공제 후 환급이며,  사업자의 귀책사유로 인한 계약해제인 경우 사용예정일 2일 전까지 취소 시 계약금 환급, 사용예정일 1일 전까지 취소시 계약금 환급 및 총요금의 10% 배상, 사용예정일 당일 취소시 계약금 환급 및 총요금의 20% 배상 입니다.  (성수기는 사업자가 약관에 표시한 기간을 적용하되 약관에 관련 내용이 없는 경우에는 다음의 기간을 적용함. 여름시즌은 7.15~8.24, 겨울시즌은 12.20~2.20 이며, 주말 은 금요일. 토요일 숙박, 공휴일 전일 숙박. 소비자가 사용당일 사용예정시간까지 통보가 없는 경우에는 사용당일 취소로 봄.)"
호텔,3) 비수기 주중(계약해제),"소비자의 귀책사유로 인한 계약해제 인 경우 사용예정일 2일 전까지 취소시 계약금 환급, 사용예정일 1일 전까지 취소시 총요금의 10% 공제 후 환급, 사용예정일 당일 취소 또는 연락 없이 불참시 총요금의 20% 공제 후 환급이며,  사업자의 귀책사유로 인한 계약해제인 경우 사용예정일 2일 전까지 취소 시 계약금 환급, 사용예정일 1일 전까지 취소시 계약금 환급 및 총요금의 10% 배상, 사용예정일 당일 취소시 계약금 환급 및 총요금의 20% 배상 입니다.  (성수기는 사업자가 약관에 표시한 기간을 적용하되 약관에 관련 내용이 없는 경우에는 다음의 기간을 적용함. 여름시즌은 7.15~8.24, 겨울시즌은 12.20~2.20 이며, 주말 은 금요일. 토요일 숙박, 공휴일 전일 숙박. 소비자가 사용당일 사용예정시간까지 통보가 없는 경우에는 사용당일 취소로 봄.)"
